name,ab_hours,ab_minutes,audiobook_length_(minutes),author,author_gender,completed_record,cost,count_complete,created_time,dashboard_stats_link,fanfic,finished,format,genre,genre_link,goodreads_link,id,lgbt,last_edited,narrator_(old),narrators,poc_author?,page_count,physical_copy_owned,publisher,rating,reread,series,source,spice,status,trope,word_count,ya
The Winter King,21.0,19.0,1279,C.L. Wilson,Female,Yes,$8.99,1,"December 16, 2023 11:14 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 16, 2023",Audiobook,"Fantasy, Romance","Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21), Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21)",https://www.goodreads.com/book/show/10485751-the-winter-king?from_search=true&from_srp=true&qid=cbhZRu6peL&rank=2,LIB-624,NO,"October 16, 2025 1:42 PM",Heather Wilds,Heather Wilds (https://www.notion.so/Heather-Wilds-28e8d7a063c98033bd46f2f35b16bc87?pvs=21),NO,594.0,NO,HarperAudio,8.9,NO,,Libby,🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Forced Proximity/Shared Goal",189199.0,NO
The Fake Mate,11.0,1.0,661,Lana Ferguson,Female,Yes,$17.00,1,"December 17, 2023 12:02 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 16, 2023",Audiobook,Paranormal Romance,"Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Paranormal Romance (https://www.notion.so/Paranormal-Romance-2318d7a063c9804f9692e5bd025c76e3?pvs=21)",https://www.goodreads.com/book/show/123199658-the-fake-mate?from_search=true&from_srp=true&qid=1hgKRVuMac&rank=1,LIB-625,NO,"October 16, 2025 2:00 PM","Joe Arden, Samantha Summers","Samantha Summers (https://www.notion.so/Samantha-Summers-28e8d7a063c980e58549c8c5bd35f109?pvs=21), Joe Arden (https://www.notion.so/Joe-Arden-28e8d7a063c9800088addbe0ec8d9bb3?pvs=21)",NO,400.0,NO,Books on Tape,8.2,NO,,Libby,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Fake Relationship, Grumpy/Sunshine, Sick/Hurt & Takes Care of Them",108122.0,NO
The Stone Sky (#3),14.0,17.0,857,NK Jemisin,Female,Yes,$19.99,1,"December 18, 2023 10:20 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 18, 2023",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/31817749-the-stone-sky?ac=1&from_search=true&qid=8mvgMODJ9C&rank=1,LIB-626,NO,"October 16, 2025 1:59 PM",Robin Miles,Robin Miles (https://www.notion.so/Robin-Miles-28e8d7a063c980b9b7afc57d02faea51?pvs=21),YES,416.0,NO,"Hachette Audio, Orbit",9.4,NO,The Broken Earth,Libby,❌,Complete,,124461.0,NO
Butcher & Blackbird (#1),,,0,Brynne Weaver,Female,Yes,$18.00,1,"December 20, 2023 12:16 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 20, 2023",Ebook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/196864520-butcher-blackbird?ac=1&from_search=true&qid=Dk0noQfMiz&rank=1,LIB-627,NO,"October 27, 2024 8:25 PM",,,NO,360.0,NO,,5.9,NO,Ruinous Love Trilogy,Libby,🌶🌶🌶,Complete,"Forced Proximity/Shared Goal, Friends to Lovers, One Bed, Sick/Hurt & Takes Care of Them, Third Act Breakup",88000.0,NO
The Final Empire (#1),24.0,40.0,1480,Brandon Sanderson,Male,Yes,$21.99,1,"December 21, 2023 4:27 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 22, 2023",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/243272.Mistborn__The_Final_Empire,LIB-628,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,647.0,NO,Macmillan Audio,8.7,NO,Mistborn,Libby,❌,Complete,,211066.0,NO
The Name of the Wind,,,0,Patrick Rothfuss,,,$6.00,0,"December 21, 2023 4:29 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"February 26, 2024",Print,Fantasy,,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,LIB-629,,"July 17, 2024 8:33 PM",,,,633.0,YES,,,,,Physical Book,,DNF,,,
Fall of Ruin and Wrath,16.0,57.0,1017,Jennifer L. Armentrout,Female,Yes,$19.99,1,"December 26, 2023 12:27 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 26, 2023",Audiobook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/65214365,LIB-630,NO,"October 16, 2025 2:01 PM",Soneela Nankani,Soneela Nankani (https://www.notion.so/Soneela-Nankani-28e8d7a063c9808ea9d7d74c0259f570?pvs=21),NO,416.0,NO,Macmillan Audio,7.2,NO,,Libby,🌶🌶🌶,Complete,Enemies/Rivals to Lovers,138091.0,NO
The Idea of You,11.0,55.0,715,Robinne Lee,Female,Yes,$17.99,1,"December 26, 2023 3:33 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 26, 2023",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/31450913-the-idea-of-you?from_search=true&from_srp=true&qid=iuF2ripTbh&rank=1,LIB-631,NO,"October 16, 2025 1:59 PM",Robinne Lee,Robinne Lee (https://www.notion.so/Robinne-Lee-28e8d7a063c9801ab03bca9c01366cb0?pvs=21),NO,372.0,NO,"Tantor Audio, Tantor Media Inc",8.2,NO,,Libby,🌶🌶🌶🌶,Complete,"Forbidden Love, Opposites Attract, Rich Boyfriend",109009.0,NO
Powerless,,,0,Lauren Roberts,,,$19.00,0,"December 26, 2023 3:51 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"January 3, 2024",Audiobook,Romantasy,,https://www.goodreads.com/book/show/75513900-powerless?from_search=true&from_srp=true&qid=VxAAkzWctU&rank=1,LIB-632,,"March 18, 2025 1:24 PM",,,,523.0,NO,,,,,Libby,,DNF,,,
This Woven Kingdom (#1),13.0,21.0,801,Tahereh Mafi,Female,Yes,$15.99,1,"December 26, 2023 8:42 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 28, 2023",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/56554281-this-woven-kingdom?from_search=true&from_srp=true&qid=bZNaDTwtMP&rank=1,LIB-633,NO,"October 16, 2025 1:47 PM",Kate Reading,Kate Reading (https://www.notion.so/Kate-Reading-28e8d7a063c9809f88d6c6c21e814ea2?pvs=21),YES,512.0,NO,HarperAudio,6.3,NO,,Libby,❌,Complete,"Enemies/Rivals to Lovers, Forbidden Love",109180.0,NO
Fifth Avenue Fling,,,0,Rosa Lucas,Female,Yes,$13.99,1,"December 27, 2023 12:13 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 27, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/84214298-fifth-avenue-fling?from_search=true&from_srp=true&qid=SWANe7i6E9&rank=1,LIB-634,NO,"July 17, 2024 8:36 PM",,,NO,435.0,NO,,7.3,NO,,Library Genesis,🌶🌶🌶,Complete,"Coworkers/Workplace, Grumpy/Sunshine, Power Dynamic, Rich Boyfriend",93123.0,NO
These Inconvenient Fireworks,,,0,"everydayslike, mdasch",Other/Multiple,Yes,,1,"December 27, 2023 3:01 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),YES,"January 14, 2024",Ebook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/en/book/show/17238983,LIB-635,YES,"July 17, 2024 8:36 PM",,,NO,591.0,NO,,8.7,YES,,Library Genesis,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Friends to Lovers",196191.0,NO
The Well of Ascension (#2),28.0,56.0,1736,Brandon Sanderson,Male,Yes,$15.99,1,"December 31, 2023 8:40 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"December 31, 2023",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/68429.The_Well_of_Ascension?ac=1&from_search=true&qid=zFUYL2UndV&rank=1,LIB-636,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,578.0,NO,Macmillan Audio,8.7,NO,Mistborn,Libby,❌,Complete,,259653.0,NO
The Hero of Ages (#3),27.0,26.0,1646,Brandon Sanderson,Male,Yes,$15.99,1,"December 31, 2023 11:57 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 11, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/2767793-the-hero-of-ages,LIB-637,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,573.0,NO,Macmillan Audio,9.2,NO,Mistborn,Libby,❌,Complete,,246461.0,NO
A Demon’s Guide to Wooing a Witch,12.0,1.0,721,Sarah Hawley,Female,Yes,$17.00,1,"January 12, 2024 11:23 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 12, 2024",Audiobook,"Contemporary Romance, Magical Realism","Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Magical Realism (https://www.notion.so/Magical-Realism-2318d7a063c980e98f20eb1e97bf4df7?pvs=21)",https://www.goodreads.com/book/show/123201433-a-demon-s-guide-to-wooing-a-witch?from_search=true&from_srp=true&qid=pOD2lkp0XD&rank=1,LIB-638,NO,"October 16, 2025 1:42 PM",Helen Laser,Helen Laser (https://www.notion.so/Helen-Laser-28e8d7a063c980029a05e675f46261d9?pvs=21),NO,432.0,NO,Books on Tape,6.2,NO,,Libby,🌶🌶,Complete,"Enemies/Rivals to Lovers, One Bed",116984.0,NO
The Lightning Thief,10.0,2.0,602,Rick Riordan,Male,Yes,$0.00,1,"January 13, 2024 1:55 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 13, 2024","Audiobook, Print",Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/28187.The_Lightning_Thief?from_search=true&from_srp=true&qid=M4wBCBr9ll&rank=1,LIB-639,NO,"October 16, 2025 1:44 PM",Jesse Bernstein,Jesse Bernstein (https://www.notion.so/Jesse-Bernstein-28e8d7a063c980f88b4df0ec610e4613?pvs=21),NO,377.0,YES,"Books on Tape, Listening Library",7.1,YES,Percy Jackson,"Libby, Physical Book",❌,Complete,,91643.0,YES
The Alloy of Law (#4),10.0,48.0,648,Brandon Sanderson,Male,Yes,$19.99,1,"January 13, 2024 1:58 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 13, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/10803121-the-alloy-of-law?from_search=true&from_srp=true&qid=fJVcMj65E2&rank=1,LIB-640,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,332.0,NO,Macmillan Audio,7.1,NO,Mistborn,Libby,❌,Complete,,96620.0,NO
Kindred,,,0,Octavia E Butler,Female,Yes,$7.99,1,"January 13, 2024 2:00 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 29, 2024",Print,"Historical Fiction, Science Fiction","Historical Fiction (https://www.notion.so/Historical-Fiction-a59d551510254b15ac80a7dbb0d217a7?pvs=21), Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21)",https://www.goodreads.com/book/show/60931.Kindred,LIB-641,NO,"July 17, 2024 8:33 PM",,,YES,288.0,YES,,8.5,NO,,Physical Book,❌,Complete,,105863.0,NO
The Last Word,11.0,10.0,670,Katy Birchall,Female,Yes,$17.00,1,"January 13, 2024 9:56 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 14, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61885135-the-last-word?from_search=true&from_srp=true&qid=CVSgm33MTL&rank=2,LIB-642,NO,"October 16, 2025 1:46 PM",Karen Cass,Karen Cass (https://www.notion.so/Karen-Cass-28e8d7a063c980d7b641c26c403e8b0b?pvs=21),NO,384.0,NO,Macmillan Audio,6.3,NO,,Libby,🌶,Complete,"Author/Writer, Coworkers/Workplace, Enemies/Rivals to Lovers, Second Chance",109789.0,NO
The Charm Offensive [reread],10.0,51.0,651,Allison Cochrun,Female,Yes,,1,"January 15, 2024 1:50 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"January 15, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/56898248-the-charm-offensive?ac=1&from_search=true&qid=mPhxGZc9Ta&rank=2,LIB-644,YES,"October 16, 2025 2:03 PM","Cassandra Campbell, Graham Halstead, Vikas Adam","Vikas Adam (https://www.notion.so/Vikas-Adam-28e8d7a063c980dc9d9ec12cba5e134f?pvs=21), Cassandra Campbell (https://www.notion.so/Cassandra-Campbell-28e8d7a063c980ce89e8c915112948ea?pvs=21), Graham Halstead (https://www.notion.so/Graham-Halstead-28e8d7a063c980cfb115c79bfca740f0?pvs=21)",NO,354.0,,Simon & Schuster Audio,8.7,YES,,Libby,🌶🌶,Complete,"Coworkers/Workplace, One Bed, Sick/Hurt & Takes Care of Them",96530.0,NO
Shadows of Self (#5),12.0,37.0,757,Brandon Sanderson,Male,Yes,$21.99,1,"January 16, 2024 7:46 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 16, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/16065004-shadows-of-self?ac=1&from_search=true&qid=O5ZUDeu7oD&rank=1,LIB-645,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,383.0,NO,Macmillan Audio,8.4,NO,Mistborn,Libby,❌,Complete,,114683.0,NO
Thank You For Listening,11.0,15.0,675,Julia Whelan,Female,Yes,$18.99,1,"January 19, 2024 3:48 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 19, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/59314703-thank-you-for-listening?ac=1&from_search=true&qid=3TceyXRyrf&rank=1,LIB-648,NO,"October 16, 2025 1:46 PM",Julia Whelan,Julia Whelan (https://www.notion.so/Julia-Whelan-28e8d7a063c980f784c4fcafe38face3?pvs=21),NO,432.0,YES,HarperAudio,9.4,NO,,Libby,🌶,Complete,"Author/Writer, Coworkers/Workplace, One Night Stand, Second Chance, Strangers to Lovers",97507.0,NO
Mickey Chambers Shakes it Up,8.0,2.0,482,Charish Reid,Female,Yes,$18.99,1,"January 20, 2024 12:34 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 20, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/63028654-mickey-chambers-shakes-it-up?from_search=true&from_srp=true&qid=jMQxCCgYwF&rank=1https://www.goodreads.com/book/show/63028654-mickey-chambers-shakes-it-up?from_search=true&from_srp=true&qid=jMQxCCgYwF&rank=1,LIB-649,NO,"October 16, 2025 1:54 PM",Marissa Hampton,Marissa Hampton (https://www.notion.so/Marissa-Hampton-28e8d7a063c980d98dbcd5679e93fd7d?pvs=21),YES,320.0,NO,Harlequin Audio,7.7,NO,,Libby,🌶🌶,Complete,"Academia/School, Coworkers/Workplace, Grumpy/Sunshine",83191.0,NO
After,,,0,Anna Todd,Female,Yes,$5.14,1,"January 21, 2024 4:04 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),YES,"January 21, 2024",Print,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/22557520-after?from_search=true&from_srp=true&qid=M6OvAIUSWn&rank=3,LIB-650,NO,"July 17, 2024 8:33 PM",,,NO,586.0,YES,,4.6,YES,After,Physical Book,🌶🌶🌶,Complete,"Academia/School, Enemies/Rivals to Lovers",177353.0,NO
The Bands of Mourning (#6),14.0,41.0,881,Brandon Sanderson,Male,Yes,$21.99,1,"January 21, 2024 4:07 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 26, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/18739426-the-bands-of-mourning?from_search=true&from_srp=true&qid=uw1Nk6VBaa&rank=1,LIB-651,NO,"October 16, 2025 1:55 PM",Michael Kramer,Michael Kramer (https://www.notion.so/Michael-Kramer-28e8d7a063c980d5a937f7457df0648e?pvs=21),NO,448.0,NO,Macmillan Audio,6.8,NO,Mistborn,Libby,❌,Complete,,130088.0,NO
After We Collided (#2),,,0,Anna Todd,,,$5.26,0,"January 22, 2024 10:49 AM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"February 26, 2024",Print,,,https://www.goodreads.com/book/show/22540125-after-we-collided?from_search=true&from_srp=true&qid=bz9otwza8d&rank=1,LIB-652,,"July 17, 2024 8:33 PM",,,,674.0,YES,,,,After,Physical Book,,DNF,,,
A Deal with the Devil,9.0,29.0,569,Elizabeth O'Roark,Female,Yes,$16.99,1,"January 22, 2024 10:52 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 22, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/58253755-a-deal-with-the-devil?from_search=true&from_srp=true&qid=m6l97ZVbL5&rank=1,LIB-653,NO,"October 16, 2025 1:59 PM",Rose Diorio,Rose Diorio (https://www.notion.so/Rose-Diorio-28e8d7a063c980049af3db5f0dfe1b62?pvs=21),NO,300.0,NO,Elizabeth O'Roark Books,6.3,NO,,Libby,🌶🌶,Complete,"Coworkers/Workplace, Fake Relationship, Grumpy/Sunshine, Rich Boyfriend, Sick/Hurt & Takes Care of Them",83386.0,NO
All Systems Red (#1),3.0,17.0,197,Martha Wells,Female,Yes,$16.99,1,"January 24, 2024 9:44 AM",Novellas 2024 (https://www.notion.so/Novellas-2024-a474aaa9a7e04d078ab834a1d9f3fd81?pvs=21),NO,"January 24, 2024",Audiobook,"Novella / Short Story, Science Fiction","Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21), Novella / Short Story (https://www.notion.so/Novella-Short-Story-903c755151894e38acb2a9d0350542a8?pvs=21)",https://www.goodreads.com/book/show/32758901-all-systems-red,LIB-654,NO,"October 16, 2025 1:48 PM",Kevin R. Free,Kevin R. Free (https://www.notion.so/Kevin-R-Free-28e8d7a063c980428c05e6119ccb0f52?pvs=21),NO,144.0,NO,Recorded Books Inc.,7.8,NO,Murderbot Diaries,Libby,❌,Complete,,31640.0,NO
Several People are Typing ,,,0,Calvin Kasulke,Male,Yes,$16.00,1,"January 24, 2024 9:39 PM",Novellas 2024 (https://www.notion.so/Novellas-2024-a474aaa9a7e04d078ab834a1d9f3fd81?pvs=21),NO,"January 24, 2024",Ebook,"Novella / Short Story, Science Fiction","Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21), Novella / Short Story (https://www.notion.so/Novella-Short-Story-903c755151894e38acb2a9d0350542a8?pvs=21)",https://www.goodreads.com/book/show/54468020,LIB-655,YES,"July 17, 2024 8:36 PM",,,NO,256.0,NO,,8.4,NO,,"Libby, Library Genesis",❌,Complete,,28027.0,NO
Iris Kelly Doesn’t Date (#3),11.0,51.0,711,Ashley Herring Blake,Female,Yes,$18.00,1,"January 27, 2024 5:07 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"January 27, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61087733-iris-kelly-doesn-t-date?from_search=true&from_srp=true&qid=lcjuGoLLjm&rank=1,LIB-656,YES,"October 16, 2025 1:48 PM",Kristen DiMercurio,Kristen DiMercurio (https://www.notion.so/Kristen-DiMercurio-28e8d7a063c980ed8d43ec57fc7050a2?pvs=21),NO,400.0,NO,"Books on Tape, Penguin Audio",7.0,NO,Bright Falls,Libby,🌶🌶,Complete,"Author/Writer, Fake Relationship, Opposites Attract",106449.0,NO
First Semester,,,0,Q.B. Tyler,Female,Yes,$2.99,1,"January 27, 2024 9:28 PM",Novellas 2024 (https://www.notion.so/Novellas-2024-a474aaa9a7e04d078ab834a1d9f3fd81?pvs=21),NO,"January 27, 2024",Ebook,"Contemporary Romance, Novella / Short Story","Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Novella / Short Story (https://www.notion.so/Novella-Short-Story-903c755151894e38acb2a9d0350542a8?pvs=21)",https://www.goodreads.com/book/show/62832007-first-semester,LIB-657,NO,"July 17, 2024 8:36 PM",,,NO,190.0,NO,,4.5,NO,,Library Genesis,🌶🌶🌶🌶,Complete,"Academia/School, Forbidden Love, One Night Stand",52194.0,NO
